"Polityka cenowa"       "Koszt produktu"    "Koszt pakowania"   "Koszt transportu"  "Koszty promocji"   "Koszt reklamacji" 			"Przychód"
"Polska - konkurencja"  1810                 0                   200                  0                   0						0
"Polska - własna"       1500                 50                   150                  50                   0						150
""
"Kanada - konkurencja"  5500                 0                   950                  0                   0						0
"Kanada - własna"       1810                 200                 1800                  50                  500						1200
