0	"styczeń"     	73
1 	"luty"      	82
2 	"marzec" 		83
3	"kwiecień"		89
4	"maj"				83
5	"czerwiec"		80
6	"lipiec"			87
7	"sierpień"		88
8	"wrzesień"		91
9	"październik"	77
10	"listopad"		85
11	"grudzień"		65
